training_date,distance,duration,pace,kind,shoe_id,memo
2025-05-09,13,4680,6:00,0,2,2025サンプル走
2025-05-11,17,6120,6:00,0,2,2025サンプル走
2025-05-15,5,1800,6:00,0,2,2025サンプル走
2025-05-18,12,4320,6:00,0,2,2025サンプル走
2025-05-21,7.5,2700,6:00,0,2,2025サンプル走
2025-05-23,18,6480,6:00,0,2,2025サンプル走
2025-05-25,6,2160,6:00,0,2,2025サンプル走
2025-05-29,20,7200,6:00,0,2,2025サンプル走
2025-06-01,9,3240,6:00,0,2,2025サンプル走
2025-06-04,15,5400,6:00,0,2,2025サンプル走
2025-06-06,8,2880,6:00,0,2,2025サンプル走
2025-06-08,16.5,5940,6:00,0,2,2025サンプル走
2025-06-12,10,3600,6:00,0,2,2025サンプル走
2025-06-15,19,6840,6:00,0,2,2025サンプル走
2025-06-18,11,3960,6:00,0,2,2025サンプル走
2025-06-20,14,5040,6:00,0,2,2025サンプル走
2025-06-22,13,4680,6:00,0,2,2025サンプル走
2025-06-26,17,6120,6:00,0,2,2025サンプル走
2025-06-29,5,1800,6:00,0,2,2025サンプル走
2025-07-02,12,4320,6:00,0,2,2025サンプル走
2025-07-04,7.5,2700,6:00,0,2,2025サンプル走
2025-07-06,18,6480,6:00,0,2,2025サンプル走
2025-07-10,6,2160,6:00,0,2,2025サンプル走
2025-07-13,20,7200,6:00,0,2,2025サンプル走
2025-07-16,9,3240,6:00,0,2,2025サンプル走
2025-07-18,15,5400,6:00,0,2,2025サンプル走
2025-07-20,8,2880,6:00,0,2,2025サンプル走
2025-07-24,16.5,5940,6:00,0,2,2025サンプル走
2025-07-27,10,3600,6:00,0,2,2025サンプル走
2025-07-30,19,6840,6:00,0,2,2025サンプル走
2025-08-01,11,3960,6:00,0,2,2025サンプル走
2025-08-03,14,5040,6:00,0,2,2025サンプル走
2025-08-07,13,4680,6:00,0,2,2025サンプル走
2025-08-10,17,6120,6:00,0,2,2025サンプル走
2025-08-13,5,1800,6:00,0,2,2025サンプル走
2025-08-15,12,4320,6:00,0,2,2025サンプル走
2025-08-17,7.5,2700,6:00,0,2,2025サンプル走
2025-08-21,18,6480,6:00,0,2,2025サンプル走
2025-08-24,6,2160,6:00,0,2,2025サンプル走
2025-08-27,20,7200,6:00,0,2,2025サンプル走
2025-08-29,9,3240,6:00,0,2,2025サンプル走
2025-08-31,15,5400,6:00,0,2,2025サンプル走
2025-09-04,8,2880,6:00,0,2,2025サンプル走
2025-09-07,16.5,5940,6:00,0,2,2025サンプル走
2025-09-10,10,3600,6:00,0,2,2025サンプル走
2025-09-12,19,6840,6:00,0,2,2025サンプル走
2025-09-14,11,3960,6:00,0,2,2025サンプル走
2025-09-18,14,5040,6:00,0,2,2025サンプル走
2025-09-21,13,4680,6:00,0,2,2025サンプル走
2025-09-24,17,6120,6:00,0,2,2025サンプル走
2025-09-26,5,1800,6:00,0,2,2025サンプル走
2025-09-28,12,4320,6:00,0,2,2025サンプル走
2025-10-02,7.5,2700,6:00,0,2,2025サンプル走
2025-10-05,18,6480,6:00,0,2,2025サンプル走
2025-10-08,6,2160,6:00,0,2,2025サンプル走
2025-10-10,20,7200,6:00,0,2,2025サンプル走
2025-10-12,9,3240,6:00,0,2,2025サンプル走
2025-10-16,15,5400,6:00,0,2,2025サンプル走
2025-10-19,8,2880,6:00,0,2,2025サンプル走
2025-10-22,16.5,5940,6:00,0,2,2025サンプル走
2025-10-24,10,3600,6:00,0,2,2025サンプル走
2025-10-26,19,6840,6:00,0,2,2025サンプル走
2025-10-30,11,3960,6:00,0,2,2025サンプル走
2025-11-02,14,5040,6:00,0,2,2025サンプル走
2025-11-05,13,4680,6:00,0,2,2025サンプル走
2025-11-07,17,6120,6:00,0,2,2025サンプル走
2025-11-09,5,1800,6:00,0,2,2025サンプル走
2025-11-13,12,4320,6:00,0,2,2025サンプル走
2025-11-16,7.5,2700,6:00,0,2,2025サンプル走
2025-11-19,18,6480,6:00,0,2,2025サンプル走
2025-11-21,6,2160,6:00,0,2,2025サンプル走
2025-11-23,20,7200,6:00,0,2,2025サンプル走
2025-11-27,9,3240,6:00,0,2,2025サンプル走
2025-11-30,15,5400,6:00,0,2,2025サンプル走
2025-12-03,8,2880,6:00,0,2,2025サンプル走
2025-12-05,16.5,5940,6:00,0,2,2025サンプル走
2025-12-07,10,3600,6:00,0,2,2025サンプル走
2025-12-11,19,6840,6:00,0,2,2025サンプル走
2025-12-14,11,3960,6:00,0,2,2025サンプル走
2025-12-17,14,5040,6:00,0,2,2025サンプル走
2025-12-19,13,4680,6:00,0,2,2025サンプル走
2025-12-21,17,6120,6:00,0,2,2025サンプル走
2025-12-25,5,1800,6:00,0,2,2025サンプル走
2025-12-28,12,4320,6:00,0,2,2025サンプル走
