training_date,distance,duration,pace,kind,shoe_id,memo
2023-05-08,20,7200,6:00,0,3,2023-2024サンプル走
2023-05-11,9,3240,6:00,0,3,2023-2024サンプル走
2023-05-14,15,5400,6:00,0,3,2023-2024サンプル走
2023-05-16,8,2880,6:00,0,3,2023-2024サンプル走
2023-05-18,16.5,5940,6:00,0,3,2023-2024サンプル走
2023-05-22,10,3600,6:00,0,3,2023-2024サンプル走
2023-05-25,19,6840,6:00,0,3,2023-2024サンプル走
2023-05-28,11,3960,6:00,0,3,2023-2024サンプル走
2023-05-30,14,5040,6:00,0,3,2023-2024サンプル走
2023-06-01,13,4680,6:00,0,3,2023-2024サンプル走
2023-06-05,17,6120,6:00,0,3,2023-2024サンプル走
2023-06-08,5.5,1980,6:00,0,3,2023-2024サンプル走
2023-06-11,19.5,7020,6:00,0,3,2023-2024サンプル走
2023-06-13,7,2520,6:00,0,3,2023-2024サンプル走
2023-06-15,12.5,4500,6:00,0,3,2023-2024サンプル走
2023-06-19,5,1800,6:00,0,3,2023-2024サンプル走
2023-06-22,12,4320,6:00,0,3,2023-2024サンプル走
2023-06-25,7.5,2700,6:00,0,3,2023-2024サンプル走
2023-06-27,18,6480,6:00,0,3,2023-2024サンプル走
2023-06-29,6,2160,6:00,0,3,2023-2024サンプル走
2023-07-03,20,7200,6:00,0,3,2023-2024サンプル走
2023-07-06,9,3240,6:00,0,3,2023-2024サンプル走
2023-07-09,15,5400,6:00,0,3,2023-2024サンプル走
2023-07-11,8,2880,6:00,0,3,2023-2024サンプル走
2023-07-13,16.5,5940,6:00,0,3,2023-2024サンプル走
2023-07-17,10,3600,6:00,0,3,2023-2024サンプル走
2023-07-20,19,6840,6:00,0,3,2023-2024サンプル走
2023-07-23,11,3960,6:00,0,3,2023-2024サンプル走
2023-07-25,14,5040,6:00,0,3,2023-2024サンプル走
2023-07-27,13,4680,6:00,0,3,2023-2024サンプル走
2023-07-31,17,6120,6:00,0,3,2023-2024サンプル走
2023-08-03,5.5,1980,6:00,0,3,2023-2024サンプル走
2023-08-06,19.5,7020,6:00,0,3,2023-2024サンプル走
2023-08-08,7,2520,6:00,0,3,2023-2024サンプル走
2023-08-10,12.5,4500,6:00,0,3,2023-2024サンプル走
2023-08-14,5,1800,6:00,0,3,2023-2024サンプル走
2023-08-17,12,4320,6:00,0,3,2023-2024サンプル走
2023-08-20,7.5,2700,6:00,0,3,2023-2024サンプル走
2023-08-22,18,6480,6:00,0,3,2023-2024サンプル走
2023-08-24,6,2160,6:00,0,3,2023-2024サンプル走
2023-08-28,20,7200,6:00,0,3,2023-2024サンプル走
2023-08-31,9,3240,6:00,0,3,2023-2024サンプル走
2023-09-03,15,5400,6:00,0,3,2023-2024サンプル走
2023-09-05,8,2880,6:00,0,3,2023-2024サンプル走
2023-09-07,16.5,5940,6:00,0,3,2023-2024サンプル走
2023-09-11,10,3600,6:00,0,3,2023-2024サンプル走
2023-09-14,19,6840,6:00,0,3,2023-2024サンプル走
2023-09-17,11,3960,6:00,0,3,2023-2024サンプル走
2023-09-19,14,5040,6:00,0,3,2023-2024サンプル走
2023-09-21,13,4680,6:00,0,3,2023-2024サンプル走
2023-09-25,17,6120,6:00,0,3,2023-2024サンプル走
2023-09-28,5.5,1980,6:00,0,3,2023-2024サンプル走
2023-10-01,19.5,7020,6:00,0,3,2023-2024サンプル走
2023-10-03,7,2520,6:00,0,3,2023-2024サンプル走
2023-10-05,12.5,4500,6:00,0,3,2023-2024サンプル走
2023-10-09,5,1800,6:00,0,3,2023-2024サンプル走
2023-10-12,12,4320,6:00,0,3,2023-2024サンプル走
2023-10-15,7.5,2700,6:00,0,3,2023-2024サンプル走
2023-10-17,18,6480,6:00,0,3,2023-2024サンプル走
2023-10-19,6,2160,6:00,0,3,2023-2024サンプル走
2023-10-23,20,7200,6:00,0,3,2023-2024サンプル走
2023-10-26,9,3240,6:00,0,3,2023-2024サンプル走
2023-10-29,15,5400,6:00,0,3,2023-2024サンプル走
2023-10-31,8,2880,6:00,0,3,2023-2024サンプル走
2023-11-02,16.5,5940,6:00,0,3,2023-2024サンプル走
2023-11-06,10,3600,6:00,0,3,2023-2024サンプル走
2023-11-09,19,6840,6:00,0,3,2023-2024サンプル走
2023-11-12,11,3960,6:00,0,3,2023-2024サンプル走
2023-11-14,14,5040,6:00,0,3,2023-2024サンプル走
2023-11-16,13,4680,6:00,0,3,2023-2024サンプル走
2023-11-20,17,6120,6:00,0,3,2023-2024サンプル走
2023-11-23,5.5,1980,6:00,0,3,2023-2024サンプル走
2023-11-26,19.5,7020,6:00,0,3,2023-2024サンプル走
2023-11-28,7,2520,6:00,0,3,2023-2024サンプル走
2023-11-30,12.5,4500,6:00,0,3,2023-2024サンプル走
2023-12-04,5,1800,6:00,0,3,2023-2024サンプル走
2023-12-07,12,4320,6:00,0,3,2023-2024サンプル走
2023-12-10,7.5,2700,6:00,0,3,2023-2024サンプル走
2023-12-12,18,6480,6:00,0,3,2023-2024サンプル走
2023-12-14,6,2160,6:00,0,3,2023-2024サンプル走
2023-12-18,20,7200,6:00,0,3,2023-2024サンプル走
2023-12-21,9,3240,6:00,0,3,2023-2024サンプル走
2023-12-24,15,5400,6:00,0,3,2023-2024サンプル走
2023-12-26,8,2880,6:00,0,3,2023-2024サンプル走
2023-12-28,16.5,5940,6:00,0,3,2023-2024サンプル走
2024-01-01,10,3600,6:00,0,3,2023-2024サンプル走
2024-01-04,19,6840,6:00,0,3,2023-2024サンプル走
2024-01-07,11,3960,6:00,0,3,2023-2024サンプル走
2024-01-09,14,5040,6:00,0,3,2023-2024サンプル走
2024-01-11,13,4680,6:00,0,3,2023-2024サンプル走
2024-01-15,17,6120,6:00,0,3,2023-2024サンプル走
2024-01-18,5.5,1980,6:00,0,3,2023-2024サンプル走
2024-01-21,19.5,7020,6:00,0,3,2023-2024サンプル走
2024-01-23,7,2520,6:00,0,3,2023-2024サンプル走
2024-01-25,12.5,4500,6:00,0,3,2023-2024サンプル走
2024-01-29,5,1800,6:00,0,3,2023-2024サンプル走
2024-02-01,12,4320,6:00,0,3,2023-2024サンプル走
2024-02-04,7.5,2700,6:00,0,3,2023-2024サンプル走
2024-02-06,18,6480,6:00,0,3,2023-2024サンプル走
2024-02-08,6,2160,6:00,0,3,2023-2024サンプル走
2024-02-12,20,7200,6:00,0,3,2023-2024サンプル走
2024-02-15,9,3240,6:00,0,3,2023-2024サンプル走
2024-02-18,15,5400,6:00,0,3,2023-2024サンプル走
2024-02-20,8,2880,6:00,0,3,2023-2024サンプル走
2024-02-22,16.5,5940,6:00,0,3,2023-2024サンプル走
2024-02-26,10,3600,6:00,0,3,2023-2024サンプル走
2024-02-29,19,6840,6:00,0,3,2023-2024サンプル走
2024-03-03,11,3960,6:00,0,3,2023-2024サンプル走
2024-03-05,14,5040,6:00,0,3,2023-2024サンプル走
2024-03-07,13,4680,6:00,0,3,2023-2024サンプル走
2024-03-11,17,6120,6:00,0,3,2023-2024サンプル走
2024-03-14,5.5,1980,6:00,0,3,2023-2024サンプル走
2024-03-17,19.5,7020,6:00,0,3,2023-2024サンプル走
2024-03-19,7,2520,6:00,0,3,2023-2024サンプル走
2024-03-21,12.5,4500,6:00,0,3,2023-2024サンプル走
2024-03-25,5,1800,6:00,0,3,2023-2024サンプル走
2024-03-28,12,4320,6:00,0,3,2023-2024サンプル走
2024-03-31,7.5,2700,6:00,0,3,2023-2024サンプル走
2024-04-02,18,6480,6:00,0,3,2023-2024サンプル走
2024-04-04,6,2160,6:00,0,3,2023-2024サンプル走
2024-04-08,20,7200,6:00,0,3,2023-2024サンプル走
2024-04-11,9,3240,6:00,0,3,2023-2024サンプル走
2024-04-14,15,5400,6:00,0,3,2023-2024サンプル走
2024-04-16,8,2880,6:00,0,3,2023-2024サンプル走
2024-04-18,16.5,5940,6:00,0,3,2023-2024サンプル走
2024-04-22,10,3600,6:00,0,3,2023-2024サンプル走
2024-04-25,19,6840,6:00,0,3,2023-2024サンプル走
2024-04-28,11,3960,6:00,0,3,2023-2024サンプル走
2024-04-30,14,5040,6:00,0,3,2023-2024サンプル走
2024-05-02,13,4680,6:00,0,3,2023-2024サンプル走
2024-05-06,17,6120,6:00,0,3,2023-2024サンプル走
2024-05-09,5.5,1980,6:00,0,3,2023-2024サンプル走
2024-05-12,19.5,7020,6:00,0,3,2023-2024サンプル走
2024-05-14,7,2520,6:00,0,3,2023-2024サンプル走
2024-05-16,12.5,4500,6:00,0,3,2023-2024サンプル走
2024-05-20,5,1800,6:00,0,3,2023-2024サンプル走
2024-05-23,12,4320,6:00,0,3,2023-2024サンプル走
2024-05-26,7.5,2700,6:00,0,3,2023-2024サンプル走
2024-05-28,18,6480,6:00,0,3,2023-2024サンプル走
2024-05-30,6,2160,6:00,0,3,2023-2024サンプル走
2024-06-03,20,7200,6:00,0,3,2023-2024サンプル走
2024-06-06,9,3240,6:00,0,3,2023-2024サンプル走
2024-06-09,15,5400,6:00,0,3,2023-2024サンプル走
2024-06-11,8,2880,6:00,0,3,2023-2024サンプル走
2024-06-13,16.5,5940,6:00,0,3,2023-2024サンプル走
2024-06-17,10,3600,6:00,0,3,2023-2024サンプル走
2024-06-20,19,6840,6:00,0,3,2023-2024サンプル走
2024-06-23,11,3960,6:00,0,3,2023-2024サンプル走
2024-06-25,14,5040,6:00,0,3,2023-2024サンプル走
2024-06-27,13,4680,6:00,0,3,2023-2024サンプル走
2024-07-01,17,6120,6:00,0,3,2023-2024サンプル走
2024-07-04,5.5,1980,6:00,0,3,2023-2024サンプル走
2024-07-07,19.5,7020,6:00,0,3,2023-2024サンプル走
2024-07-09,7,2520,6:00,0,3,2023-2024サンプル走
2024-07-11,12.5,4500,6:00,0,3,2023-2024サンプル走
2024-07-15,5,1800,6:00,0,3,2023-2024サンプル走
2024-07-18,12,4320,6:00,0,3,2023-2024サンプル走
2024-07-21,7.5,2700,6:00,0,3,2023-2024サンプル走
2024-07-23,18,6480,6:00,0,3,2023-2024サンプル走
2024-07-25,6,2160,6:00,0,3,2023-2024サンプル走
2024-07-29,20,7200,6:00,0,3,2023-2024サンプル走
2024-08-01,9,3240,6:00,0,3,2023-2024サンプル走
2024-08-04,15,5400,6:00,0,3,2023-2024サンプル走
2024-08-06,8,2880,6:00,0,3,2023-2024サンプル走
2024-08-08,16.5,5940,6:00,0,3,2023-2024サンプル走
2024-08-12,10,3600,6:00,0,3,2023-2024サンプル走
2024-08-15,19,6840,6:00,0,3,2023-2024サンプル走
2024-08-18,11,3960,6:00,0,3,2023-2024サンプル走
2024-08-20,14,5040,6:00,0,3,2023-2024サンプル走
2024-08-22,13,4680,6:00,0,3,2023-2024サンプル走
2024-08-26,17,6120,6:00,0,3,2023-2024サンプル走
2024-08-29,5.5,1980,6:00,0,3,2023-2024サンプル走
2024-09-01,19.5,7020,6:00,0,3,2023-2024サンプル走
2024-09-03,7,2520,6:00,0,3,2023-2024サンプル走
2024-09-05,12.5,4500,6:00,0,3,2023-2024サンプル走
2024-09-09,5,1800,6:00,0,3,2023-2024サンプル走
2024-09-12,12,4320,6:00,0,3,2023-2024サンプル走
2024-09-15,7.5,2700,6:00,0,3,2023-2024サンプル走
2024-09-17,18,6480,6:00,0,3,2023-2024サンプル走
2024-09-19,6,2160,6:00,0,3,2023-2024サンプル走
2024-09-23,20,7200,6:00,0,3,2023-2024サンプル走
2024-09-26,9,3240,6:00,0,3,2023-2024サンプル走
2024-09-29,15,5400,6:00,0,3,2023-2024サンプル走
2024-10-01,8,2880,6:00,0,3,2023-2024サンプル走
2024-10-03,16.5,5940,6:00,0,3,2023-2024サンプル走
2024-10-07,10,3600,6:00,0,3,2023-2024サンプル走
2024-10-10,19,6840,6:00,0,3,2023-2024サンプル走
2024-10-13,11,3960,6:00,0,3,2023-2024サンプル走
2024-10-15,14,5040,6:00,0,3,2023-2024サンプル走
2024-10-17,13,4680,6:00,0,3,2023-2024サンプル走
2024-10-21,17,6120,6:00,0,3,2023-2024サンプル走
2024-10-24,5.5,1980,6:00,0,3,2023-2024サンプル走
2024-10-27,19.5,7020,6:00,0,3,2023-2024サンプル走
2024-10-29,7,2520,6:00,0,3,2023-2024サンプル走
2024-10-31,12.5,4500,6:00,0,3,2023-2024サンプル走
2024-11-04,5,1800,6:00,0,3,2023-2024サンプル走
2024-11-07,12,4320,6:00,0,3,2023-2024サンプル走
2024-11-10,7.5,2700,6:00,0,3,2023-2024サンプル走
2024-11-12,18,6480,6:00,0,3,2023-2024サンプル走
2024-11-14,6,2160,6:00,0,3,2023-2024サンプル走
2024-11-18,20,7200,6:00,0,3,2023-2024サンプル走
2024-11-21,9,3240,6:00,0,3,2023-2024サンプル走
2024-11-24,15,5400,6:00,0,3,2023-2024サンプル走
2024-11-26,8,2880,6:00,0,3,2023-2024サンプル走
2024-11-28,16.5,5940,6:00,0,3,2023-2024サンプル走
2024-12-02,10,3600,6:00,0,3,2023-2024サンプル走
2024-12-05,19,6840,6:00,0,3,2023-2024サンプル走
2024-12-08,11,3960,6:00,0,3,2023-2024サンプル走
2024-12-10,14,5040,6:00,0,3,2023-2024サンプル走
2024-12-12,13,4680,6:00,0,3,2023-2024サンプル走
2024-12-16,17,6120,6:00,0,3,2023-2024サンプル走
2024-12-19,5.5,1980,6:00,0,3,2023-2024サンプル走
2024-12-22,19.5,7020,6:00,0,3,2023-2024サンプル走
2024-12-24,7,2520,6:00,0,3,2023-2024サンプル走
2024-12-26,12.5,4500,6:00,0,3,2023-2024サンプル走
2024-12-30,5,1800,6:00,0,3,2023-2024サンプル走
